dataset,model_label,k,recall
flickr,$FLAVA_{\mathrm{Image}}$,45,97.3
flickr,$FLAVA_{\mathrm{Image}}$,46,97.5
flickr,$FLAVA_{\mathrm{Image}}$,47,97.5
flickr,$FLAVA_{\mathrm{Image}}$,48,97.5
flickr,$FLAVA_{\mathrm{Image}}$,49,97.7
flickr,$FLAVA_{\mathrm{Image}}$,50,97.7
flickr,$FLAVA_{\mathrm{Image}}$,51,97.8
flickr,$FLAVA_{\mathrm{Image}}$,52,97.8
flickr,$FLAVA_{\mathrm{Image}}$,53,97.8
flickr,$FLAVA_{\mathrm{Image}}$,54,97.89999999999999
flickr,$FLAVA_{\mathrm{Image}}$,55,98.0
flickr,$FLAVA_{\mathrm{Image}}$,56,98.1
flickr,$FLAVA_{\mathrm{Image}}$,57,98.1
flickr,$FLAVA_{\mathrm{Image}}$,58,98.1
flickr,$FLAVA_{\mathrm{Image}}$,59,98.1
flickr,$FLAVA_{\mathrm{Image}}$,60,98.1
flickr,$FLAVA_{\mathrm{Image}}$,61,98.1
flickr,$FLAVA_{\mathrm{Image}}$,62,98.1
flickr,$FLAVA_{\mathrm{Image}}$,63,98.1
flickr,$FLAVA_{\mathrm{Image}}$,64,98.2
flickr,$FLAVA_{\mathrm{Image}}$,65,98.2
flickr,$FLAVA_{\mathrm{Image}}$,66,98.2
flickr,$FLAVA_{\mathrm{Image}}$,67,98.4
flickr,$FLAVA_{\mathrm{Image}}$,68,98.5
flickr,$FLAVA_{\mathrm{Image}}$,69,98.5
flickr,$FLAVA_{\mathrm{Image}}$,70,98.5
flickr,$FLAVA_{\mathrm{Image}}$,71,98.5
flickr,$FLAVA_{\mathrm{Image}}$,72,98.6
flickr,$FLAVA_{\mathrm{Image}}$,73,98.6
flickr,$FLAVA_{\mathrm{Image}}$,74,98.6
flickr,$FLAVA_{\mathrm{Image}}$,75,98.6
flickr,$FLAVA_{\mathrm{Image}}$,76,98.6
flickr,$FLAVA_{\mathrm{Image}}$,77,98.7
flickr,$FLAVA_{\mathrm{Image}}$,78,98.7
flickr,$FLAVA_{\mathrm{Image}}$,79,98.8
flickr,$FLAVA_{\mathrm{Image}}$,80,98.8
flickr,$FLAVA_{\mathrm{Image}}$,81,98.8
flickr,$FLAVA_{\mathrm{Image}}$,82,98.9
flickr,$FLAVA_{\mathrm{Image}}$,83,98.9
flickr,$FLAVA_{\mathrm{Image}}$,84,98.9
flickr,$FLAVA_{\mathrm{Image}}$,85,98.9
flickr,$FLAVA_{\mathrm{Image}}$,86,98.9
flickr,$FLAVA_{\mathrm{Image}}$,87,98.9
flickr,$FLAVA_{\mathrm{Image}}$,88,98.9
flickr,$FLAVA_{\mathrm{Image}}$,89,99.0
flickr,$FLAVA_{\mathrm{Image}}$,90,99.0
flickr,$FLAVA_{\mathrm{Image}}$,91,99.0
flickr,$FLAVA_{\mathrm{Image}}$,92,99.0
flickr,$FLAVA_{\mathrm{Image}}$,93,99.0
flickr,$FLAVA_{\mathrm{Image}}$,94,99.0
flickr,$FLAVA_{\mathrm{Image}}$,95,99.0
flickr,$FLAVA_{\mathrm{Image}}$,96,99.0
flickr,$FLAVA_{\mathrm{Image}}$,97,99.0
flickr,$FLAVA_{\mathrm{Image}}$,98,99.0
flickr,$FLAVA_{\mathrm{Image}}$,99,99.0
flickr,$FLAVA_{\mathrm{Image}}$,100,99.0
flickr,$OpenCLIP_{\mathrm{Image}}$,1,66.4
flickr,$OpenCLIP_{\mathrm{Image}}$,2,77.0
flickr,$OpenCLIP_{\mathrm{Image}}$,3,82.19999999999999
flickr,$OpenCLIP_{\mathrm{Image}}$,4,85.3
flickr,$OpenCLIP_{\mathrm{Image}}$,5,87.0
flickr,$OpenCLIP_{\mathrm{Image}}$,6,89.0
flickr,$OpenCLIP_{\mathrm{Image}}$,7,90.3
flickr,$OpenCLIP_{\mathrm{Image}}$,8,91.0
flickr,$OpenCLIP_{\mathrm{Image}}$,9,91.4
flickr,$OpenCLIP_{\mathrm{Image}}$,10,92.30000000000001
flickr,$OpenCLIP_{\mathrm{Image}}$,11,92.80000000000001
flickr,$OpenCLIP_{\mathrm{Image}}$,12,93.30000000000001
flickr,$OpenCLIP_{\mathrm{Image}}$,13,93.60000000000001
flickr,$OpenCLIP_{\mathrm{Image}}$,14,94.0
flickr,$OpenCLIP_{\mathrm{Image}}$,15,94.5
flickr,$OpenCLIP_{\mathrm{Image}}$,16,95.0
flickr,$OpenCLIP_{\mathrm{Image}}$,17,95.1
flickr,$OpenCLIP_{\mathrm{Image}}$,18,95.39999999999999
flickr,$OpenCLIP_{\mathrm{Image}}$,19,95.5
flickr,$OpenCLIP_{\mathrm{Image}}$,20,95.7
flickr,$OpenCLIP_{\mathrm{Image}}$,21,95.89999999999999
flickr,$OpenCLIP_{\mathrm{Image}}$,22,96.0
flickr,$OpenCLIP_{\mathrm{Image}}$,23,96.5
flickr,$OpenCLIP_{\mathrm{Image}}$,24,96.6
flickr,$OpenCLIP_{\mathrm{Image}}$,25,96.6
flickr,$OpenCLIP_{\mathrm{Image}}$,26,96.6
flickr,$OpenCLIP_{\mathrm{Image}}$,27,96.7
flickr,$OpenCLIP_{\mathrm{Image}}$,28,96.89999999999999
flickr,$OpenCLIP_{\mathrm{Image}}$,29,96.89999999999999
flickr,$OpenCLIP_{\mathrm{Image}}$,30,97.39999999999999
flickr,$OpenCLIP_{\mathrm{Image}}$,31,97.6
flickr,$OpenCLIP_{\mathrm{Image}}$,32,97.7
flickr,$OpenCLIP_{\mathrm{Image}}$,33,97.7
flickr,$OpenCLIP_{\mathrm{Image}}$,34,97.7
flickr,$OpenCLIP_{\mathrm{Image}}$,35,97.8
flickr,$OpenCLIP_{\mathrm{Image}}$,36,97.8
flickr,$OpenCLIP_{\mathrm{Image}}$,37,97.8
flickr,$OpenCLIP_{\mathrm{Image}}$,38,97.89999999999999
flickr,$OpenCLIP_{\mathrm{Image}}$,39,98.4
flickr,$OpenCLIP_{\mathrm{Image}}$,40,98.5
flickr,$OpenCLIP_{\mathrm{Image}}$,41,98.5
flickr,$OpenCLIP_{\mathrm{Image}}$,42,98.6
flickr,$OpenCLIP_{\mathrm{Image}}$,43,98.6
flickr,$OpenCLIP_{\mathrm{Image}}$,44,98.6
flickr,$OpenCLIP_{\mathrm{Image}}$,45,98.6
flickr,$OpenCLIP_{\mathrm{Image}}$,46,98.7
flickr,$OpenCLIP_{\mathrm{Image}}$,47,98.7
flickr,$OpenCLIP_{\mathrm{Image}}$,48,98.7
flickr,$OpenCLIP_{\mathrm{Image}}$,49,98.7
flickr,$OpenCLIP_{\mathrm{Image}}$,50,98.7
flickr,$OpenCLIP_{\mathrm{Image}}$,51,98.7
flickr,$OpenCLIP_{\mathrm{Image}}$,52,98.7
flickr,$OpenCLIP_{\mathrm{Image}}$,53,98.7
flickr,$OpenCLIP_{\mathrm{Image}}$,54,98.7
flickr,$OpenCLIP_{\mathrm{Image}}$,55,98.7
flickr,$OpenCLIP_{\mathrm{Image}}$,56,98.7
flickr,$OpenCLIP_{\mathrm{Image}}$,57,98.8
flickr,$OpenCLIP_{\mathrm{Image}}$,58,98.9
flickr,$OpenCLIP_{\mathrm{Image}}$,59,98.9
flickr,$OpenCLIP_{\mathrm{Image}}$,60,99.0
flickr,$OpenCLIP_{\mathrm{Image}}$,61,99.0
flickr,$OpenCLIP_{\mathrm{Image}}$,62,99.0
flickr,$OpenCLIP_{\mathrm{Image}}$,63,99.0
flickr,$OpenCLIP_{\mathrm{Image}}$,64,99.0
flickr,$OpenCLIP_{\mathrm{Image}}$,65,99.0
flickr,$OpenCLIP_{\mathrm{Image}}$,66,99.0
flickr,$OpenCLIP_{\mathrm{Image}}$,67,99.0
flickr,$OpenCLIP_{\mathrm{Image}}$,68,99.0
flickr,$OpenCLIP_{\mathrm{Image}}$,69,99.0
flickr,$OpenCLIP_{\mathrm{Image}}$,70,99.0
flickr,$OpenCLIP_{\mathrm{Image}}$,71,99.0
flickr,$OpenCLIP_{\mathrm{Image}}$,72,99.1
flickr,$OpenCLIP_{\mathrm{Image}}$,73,99.1
flickr,$OpenCLIP_{\mathrm{Image}}$,74,99.1
flickr,$OpenCLIP_{\mathrm{Image}}$,75,99.1
flickr,$OpenCLIP_{\mathrm{Image}}$,76,99.1
flickr,$OpenCLIP_{\mathrm{Image}}$,77,99.1
flickr,$OpenCLIP_{\mathrm{Image}}$,78,99.1
flickr,$OpenCLIP_{\mathrm{Image}}$,79,99.1
flickr,$OpenCLIP_{\mathrm{Image}}$,80,99.1
flickr,$OpenCLIP_{\mathrm{Image}}$,81,99.1
flickr,$OpenCLIP_{\mathrm{Image}}$,82,99.1
flickr,$OpenCLIP_{\mathrm{Image}}$,83,99.1
flickr,$OpenCLIP_{\mathrm{Image}}$,84,99.1
flickr,$OpenCLIP_{\mathrm{Image}}$,85,99.1
flickr,$OpenCLIP_{\mathrm{Image}}$,86,99.1
flickr,$OpenCLIP_{\mathrm{Image}}$,87,99.1
flickr,$OpenCLIP_{\mathrm{Image}}$,88,99.1
flickr,$OpenCLIP_{\mathrm{Image}}$,89,99.1
flickr,$OpenCLIP_{\mathrm{Image}}$,90,99.1
flickr,$OpenCLIP_{\mathrm{Image}}$,91,99.1
flickr,$OpenCLIP_{\mathrm{Image}}$,92,99.1
flickr,$OpenCLIP_{\mathrm{Image}}$,93,99.1
flickr,$OpenCLIP_{\mathrm{Image}}$,94,99.1
flickr,$OpenCLIP_{\mathrm{Image}}$,95,99.1
flickr,$OpenCLIP_{\mathrm{Image}}$,96,99.2
flickr,$OpenCLIP_{\mathrm{Image}}$,97,99.2
flickr,$OpenCLIP_{\mathrm{Image}}$,98,99.2
flickr,$OpenCLIP_{\mathrm{Image}}$,99,99.2
flickr,$OpenCLIP_{\mathrm{Image}}$,100,99.2
flickr,$UniIR_{\mathrm{Image}}$,1,67.0
flickr,$UniIR_{\mathrm{Image}}$,2,78.60000000000001
flickr,$UniIR_{\mathrm{Image}}$,3,85.7
flickr,$UniIR_{\mathrm{Image}}$,4,88.0
flickr,$UniIR_{\mathrm{Image}}$,5,90.10000000000001
flickr,$UniIR_{\mathrm{Image}}$,6,91.3
flickr,$UniIR_{\mathrm{Image}}$,7,91.7
flickr,$UniIR_{\mathrm{Image}}$,8,92.4
flickr,$UniIR_{\mathrm{Image}}$,9,92.9
flickr,$UniIR_{\mathrm{Image}}$,10,93.60000000000001
flickr,$UniIR_{\mathrm{Image}}$,11,94.3
flickr,$UniIR_{\mathrm{Image}}$,12,94.6
flickr,$UniIR_{\mathrm{Image}}$,13,95.1
flickr,$UniIR_{\mathrm{Image}}$,14,95.39999999999999
flickr,$UniIR_{\mathrm{Image}}$,15,95.8
flickr,$UniIR_{\mathrm{Image}}$,16,96.39999999999999
flickr,$UniIR_{\mathrm{Image}}$,17,96.6
flickr,$UniIR_{\mathrm{Image}}$,18,96.7
flickr,$UniIR_{\mathrm{Image}}$,19,96.8
flickr,$UniIR_{\mathrm{Image}}$,20,97.0
flickr,$UniIR_{\mathrm{Image}}$,21,97.2
flickr,$UniIR_{\mathrm{Image}}$,22,97.3
flickr,$UniIR_{\mathrm{Image}}$,23,97.6
flickr,$UniIR_{\mathrm{Image}}$,24,97.8
flickr,$UniIR_{\mathrm{Image}}$,25,97.89999999999999
flickr,$UniIR_{\mathrm{Image}}$,26,98.3
flickr,$UniIR_{\mathrm{Image}}$,27,98.3
flickr,$UniIR_{\mathrm{Image}}$,28,98.4
flickr,$UniIR_{\mathrm{Image}}$,29,98.4
flickr,$UniIR_{\mathrm{Image}}$,30,98.5
flickr,$UniIR_{\mathrm{Image}}$,31,98.5
flickr,$UniIR_{\mathrm{Image}}$,32,98.5
flickr,$UniIR_{\mathrm{Image}}$,33,98.5
flickr,$UniIR_{\mathrm{Image}}$,34,98.5
flickr,$UniIR_{\mathrm{Image}}$,35,98.5
flickr,$UniIR_{\mathrm{Image}}$,36,98.7
flickr,$UniIR_{\mathrm{Image}}$,37,98.7
flickr,$UniIR_{\mathrm{Image}}$,38,98.7
flickr,$UniIR_{\mathrm{Image}}$,39,98.7
flickr,$UniIR_{\mathrm{Image}}$,40,98.7
flickr,$UniIR_{\mathrm{Image}}$,41,98.7
flickr,$UniIR_{\mathrm{Image}}$,42,98.7
flickr,$UniIR_{\mathrm{Image}}$,43,98.7
flickr,$UniIR_{\mathrm{Image}}$,44,98.8
flickr,$UniIR_{\mathrm{Image}}$,45,98.8
flickr,$UniIR_{\mathrm{Image}}$,46,98.9
flickr,$UniIR_{\mathrm{Image}}$,47,99.0
flickr,$UniIR_{\mathrm{Image}}$,48,99.0
flickr,$UniIR_{\mathrm{Image}}$,49,99.1
flickr,$UniIR_{\mathrm{Image}}$,50,99.1
flickr,$UniIR_{\mathrm{Image}}$,51,99.1
flickr,$UniIR_{\mathrm{Image}}$,52,99.1
flickr,$UniIR_{\mathrm{Image}}$,53,99.1
flickr,$UniIR_{\mathrm{Image}}$,54,99.1
flickr,$UniIR_{\mathrm{Image}}$,55,99.1
flickr,$UniIR_{\mathrm{Image}}$,56,99.1
flickr,$UniIR_{\mathrm{Image}}$,57,99.1
flickr,$UniIR_{\mathrm{Image}}$,58,99.1
flickr,$UniIR_{\mathrm{Image}}$,59,99.1
flickr,$UniIR_{\mathrm{Image}}$,60,99.1
flickr,$UniIR_{\mathrm{Image}}$,61,99.1
flickr,$UniIR_{\mathrm{Image}}$,62,99.1
flickr,$UniIR_{\mathrm{Image}}$,63,99.2
flickr,$UniIR_{\mathrm{Image}}$,64,99.3
flickr,$UniIR_{\mathrm{Image}}$,65,99.3
flickr,$UniIR_{\mathrm{Image}}$,66,99.3
flickr,$UniIR_{\mathrm{Image}}$,67,99.3
flickr,$UniIR_{\mathrm{Image}}$,68,99.3
flickr,$UniIR_{\mathrm{Image}}$,69,99.3
flickr,$UniIR_{\mathrm{Image}}$,70,99.3
flickr,$UniIR_{\mathrm{Image}}$,71,99.4
flickr,$UniIR_{\mathrm{Image}}$,72,99.4
flickr,$UniIR_{\mathrm{Image}}$,73,99.4
flickr,$UniIR_{\mathrm{Image}}$,74,99.4
flickr,$UniIR_{\mathrm{Image}}$,75,99.4
flickr,$UniIR_{\mathrm{Image}}$,76,99.4
flickr,$UniIR_{\mathrm{Image}}$,77,99.4
flickr,$UniIR_{\mathrm{Image}}$,78,99.4
flickr,$UniIR_{\mathrm{Image}}$,79,99.5
flickr,$UniIR_{\mathrm{Image}}$,80,99.5
flickr,$UniIR_{\mathrm{Image}}$,81,99.5
flickr,$UniIR_{\mathrm{Image}}$,82,99.6
flickr,$UniIR_{\mathrm{Image}}$,83,99.6
flickr,$UniIR_{\mathrm{Image}}$,84,99.6
flickr,$UniIR_{\mathrm{Image}}$,85,99.6
flickr,$UniIR_{\mathrm{Image}}$,86,99.6
flickr,$UniIR_{\mathrm{Image}}$,87,99.6
flickr,$UniIR_{\mathrm{Image}}$,88,99.6
flickr,$UniIR_{\mathrm{Image}}$,89,99.6
flickr,$UniIR_{\mathrm{Image}}$,90,99.6
flickr,$UniIR_{\mathrm{Image}}$,91,99.6
flickr,$UniIR_{\mathrm{Image}}$,92,99.6
flickr,$UniIR_{\mathrm{Image}}$,93,99.6
flickr,$UniIR_{\mathrm{Image}}$,94,99.6
flickr,$UniIR_{\mathrm{Image}}$,95,99.6
flickr,$UniIR_{\mathrm{Image}}$,96,99.6
flickr,$UniIR_{\mathrm{Image}}$,97,99.6
flickr,$UniIR_{\mathrm{Image}}$,98,99.6
flickr,$UniIR_{\mathrm{Image}}$,99,99.6
flickr,$UniIR_{\mathrm{Image}}$,100,99.6
flickr,$UniIR_{\mathrm{Joint}}$,1,73.2
flickr,$UniIR_{\mathrm{Joint}}$,2,81.10000000000001
flickr,$UniIR_{\mathrm{Joint}}$,3,84.6
flickr,$UniIR_{\mathrm{Joint}}$,4,87.4
flickr,$UniIR_{\mathrm{Joint}}$,5,88.9
flickr,$UniIR_{\mathrm{Joint}}$,6,89.60000000000001
flickr,$UniIR_{\mathrm{Joint}}$,7,90.2
flickr,$UniIR_{\mathrm{Joint}}$,8,91.2
flickr,$UniIR_{\mathrm{Joint}}$,9,92.0
flickr,$UniIR_{\mathrm{Joint}}$,10,92.9
flickr,$UniIR_{\mathrm{Joint}}$,11,93.5
flickr,$UniIR_{\mathrm{Joint}}$,12,94.1
flickr,$UniIR_{\mathrm{Joint}}$,13,94.39999999999999
flickr,$UniIR_{\mathrm{Joint}}$,14,94.6
flickr,$UniIR_{\mathrm{Joint}}$,15,95.19999999999999
flickr,$UniIR_{\mathrm{Joint}}$,16,95.6
flickr,$UniIR_{\mathrm{Joint}}$,17,95.8
flickr,$UniIR_{\mathrm{Joint}}$,18,96.2
flickr,$UniIR_{\mathrm{Joint}}$,19,96.3
flickr,$UniIR_{\mathrm{Joint}}$,20,96.5
flickr,$UniIR_{\mathrm{Joint}}$,21,96.6
flickr,$UniIR_{\mathrm{Joint}}$,22,96.8
flickr,$UniIR_{\mathrm{Joint}}$,23,96.89999999999999
flickr,$UniIR_{\mathrm{Joint}}$,24,97.1
flickr,$UniIR_{\mathrm{Joint}}$,25,97.1
flickr,$UniIR_{\mathrm{Joint}}$,26,97.1
flickr,$UniIR_{\mathrm{Joint}}$,27,97.3
flickr,$UniIR_{\mathrm{Joint}}$,28,97.39999999999999
flickr,$UniIR_{\mathrm{Joint}}$,29,97.5
flickr,$UniIR_{\mathrm{Joint}}$,30,97.6
flickr,$UniIR_{\mathrm{Joint}}$,31,97.6
flickr,$UniIR_{\mathrm{Joint}}$,32,97.8
flickr,$UniIR_{\mathrm{Joint}}$,33,97.89999999999999
flickr,$UniIR_{\mathrm{Joint}}$,34,97.89999999999999
flickr,$UniIR_{\mathrm{Joint}}$,35,98.0
flickr,$UniIR_{\mathrm{Joint}}$,36,98.2
flickr,$UniIR_{\mathrm{Joint}}$,37,98.2
flickr,$UniIR_{\mathrm{Joint}}$,38,98.2
flickr,$UniIR_{\mathrm{Joint}}$,39,98.2
flickr,$UniIR_{\mathrm{Joint}}$,40,98.2
flickr,$UniIR_{\mathrm{Joint}}$,41,98.3
flickr,$UniIR_{\mathrm{Joint}}$,42,98.4
flickr,$UniIR_{\mathrm{Joint}}$,43,98.5
flickr,$UniIR_{\mathrm{Joint}}$,44,98.5
flickr,$UniIR_{\mathrm{Joint}}$,45,98.5
flickr,$UniIR_{\mathrm{Joint}}$,46,98.5
flickr,$UniIR_{\mathrm{Joint}}$,47,98.6
flickr,$UniIR_{\mathrm{Joint}}$,48,98.6
flickr,$UniIR_{\mathrm{Joint}}$,49,98.7
flickr,$UniIR_{\mathrm{Joint}}$,50,98.7
flickr,$UniIR_{\mathrm{Joint}}$,51,98.7
flickr,$UniIR_{\mathrm{Joint}}$,52,98.7
flickr,$UniIR_{\mathrm{Joint}}$,53,98.8
flickr,$UniIR_{\mathrm{Joint}}$,54,98.8
flickr,$UniIR_{\mathrm{Joint}}$,55,98.8
flickr,$UniIR_{\mathrm{Joint}}$,56,98.8
flickr,$UniIR_{\mathrm{Joint}}$,57,98.8
flickr,$UniIR_{\mathrm{Joint}}$,58,98.8
flickr,$UniIR_{\mathrm{Joint}}$,59,98.9
flickr,$UniIR_{\mathrm{Joint}}$,60,98.9
flickr,$UniIR_{\mathrm{Joint}}$,61,98.9
flickr,$UniIR_{\mathrm{Joint}}$,62,98.9
flickr,$UniIR_{\mathrm{Joint}}$,63,98.9
flickr,$UniIR_{\mathrm{Joint}}$,64,98.9
flickr,$UniIR_{\mathrm{Joint}}$,65,98.9
flickr,$UniIR_{\mathrm{Joint}}$,66,98.9
flickr,$UniIR_{\mathrm{Joint}}$,67,98.9
flickr,$UniIR_{\mathrm{Joint}}$,68,98.9
flickr,$UniIR_{\mathrm{Joint}}$,69,98.9
flickr,$UniIR_{\mathrm{Joint}}$,70,98.9
flickr,$UniIR_{\mathrm{Joint}}$,71,98.9
flickr,$UniIR_{\mathrm{Joint}}$,72,99.0
flickr,$UniIR_{\mathrm{Joint}}$,73,99.0
flickr,$UniIR_{\mathrm{Joint}}$,74,99.0
flickr,$UniIR_{\mathrm{Joint}}$,75,99.0
flickr,$UniIR_{\mathrm{Joint}}$,76,99.0
flickr,$UniIR_{\mathrm{Joint}}$,77,99.0
flickr,$UniIR_{\mathrm{Joint}}$,78,99.0
flickr,$UniIR_{\mathrm{Joint}}$,79,99.0
flickr,$UniIR_{\mathrm{Joint}}$,80,99.0
flickr,$UniIR_{\mathrm{Joint}}$,81,99.0
flickr,$UniIR_{\mathrm{Joint}}$,82,99.0
flickr,$UniIR_{\mathrm{Joint}}$,83,99.0
flickr,$UniIR_{\mathrm{Joint}}$,84,99.0
flickr,$UniIR_{\mathrm{Joint}}$,85,99.0
flickr,$UniIR_{\mathrm{Joint}}$,86,99.0
flickr,$UniIR_{\mathrm{Joint}}$,87,99.0
flickr,$UniIR_{\mathrm{Joint}}$,88,99.0
flickr,$UniIR_{\mathrm{Joint}}$,89,99.0
flickr,$UniIR_{\mathrm{Joint}}$,90,99.0
flickr,$UniIR_{\mathrm{Joint}}$,91,99.0
flickr,$UniIR_{\mathrm{Joint}}$,92,99.0
flickr,$UniIR_{\mathrm{Joint}}$,93,99.1
flickr,$UniIR_{\mathrm{Joint}}$,94,99.1
flickr,$UniIR_{\mathrm{Joint}}$,95,99.1
flickr,$UniIR_{\mathrm{Joint}}$,96,99.1
flickr,$UniIR_{\mathrm{Joint}}$,97,99.1
flickr,$UniIR_{\mathrm{Joint}}$,98,99.1
flickr,$UniIR_{\mathrm{Joint}}$,99,99.1
flickr,$UniIR_{\mathrm{Joint}}$,100,99.1
flickr,$BM25_{\mathrm{Text}}$,1,43.3
flickr,$BM25_{\mathrm{Text}}$,2,54.6
flickr,$BM25_{\mathrm{Text}}$,3,60.6
flickr,$BM25_{\mathrm{Text}}$,4,63.9
flickr,$BM25_{\mathrm{Text}}$,5,66.0
flickr,$BM25_{\mathrm{Text}}$,6,68.89999999999999
flickr,$BM25_{\mathrm{Text}}$,7,71.0
flickr,$BM25_{\mathrm{Text}}$,8,72.0
flickr,$BM25_{\mathrm{Text}}$,9,73.2
flickr,$BM25_{\mathrm{Text}}$,10,74.4
flickr,$BM25_{\mathrm{Text}}$,11,75.6
flickr,$BM25_{\mathrm{Text}}$,12,76.3
flickr,$BM25_{\mathrm{Text}}$,13,76.7
flickr,$BM25_{\mathrm{Text}}$,14,77.5
flickr,$BM25_{\mathrm{Text}}$,15,77.8
flickr,$BM25_{\mathrm{Text}}$,16,78.60000000000001
flickr,$BM25_{\mathrm{Text}}$,17,78.9
flickr,$BM25_{\mathrm{Text}}$,18,79.7
flickr,$BM25_{\mathrm{Text}}$,19,80.9
flickr,$BM25_{\mathrm{Text}}$,20,81.3
flickr,$BM25_{\mathrm{Text}}$,21,81.8
flickr,$BM25_{\mathrm{Text}}$,22,82.1
flickr,$BM25_{\mathrm{Text}}$,23,82.6
flickr,$BM25_{\mathrm{Text}}$,24,83.6
flickr,$BM25_{\mathrm{Text}}$,25,84.0
flickr,$BM25_{\mathrm{Text}}$,26,84.1
flickr,$BM25_{\mathrm{Text}}$,27,84.2
flickr,$BM25_{\mathrm{Text}}$,28,84.2
flickr,$BM25_{\mathrm{Text}}$,29,84.39999999999999
flickr,$BM25_{\mathrm{Text}}$,30,84.6
flickr,$BM25_{\mathrm{Text}}$,31,84.8
flickr,$BM25_{\mathrm{Text}}$,32,85.0
flickr,$BM25_{\mathrm{Text}}$,33,85.3
flickr,$BM25_{\mathrm{Text}}$,34,85.6
flickr,$BM25_{\mathrm{Text}}$,35,85.9
flickr,$BM25_{\mathrm{Text}}$,36,86.0
flickr,$BM25_{\mathrm{Text}}$,37,86.1
flickr,$BM25_{\mathrm{Text}}$,38,86.4
flickr,$BM25_{\mathrm{Text}}$,39,86.5
flickr,$BM25_{\mathrm{Text}}$,40,86.8
flickr,$BM25_{\mathrm{Text}}$,41,86.8
flickr,$BM25_{\mathrm{Text}}$,42,86.8
flickr,$BM25_{\mathrm{Text}}$,43,87.0
flickr,$BM25_{\mathrm{Text}}$,44,87.2
flickr,$BM25_{\mathrm{Text}}$,45,87.3
flickr,$BM25_{\mathrm{Text}}$,46,87.4
flickr,$BM25_{\mathrm{Text}}$,47,87.5
flickr,$BM25_{\mathrm{Text}}$,48,87.7
flickr,$BM25_{\mathrm{Text}}$,49,87.8
flickr,$BM25_{\mathrm{Text}}$,50,88.1
flickr,$BM25_{\mathrm{Text}}$,51,88.2
flickr,$BM25_{\mathrm{Text}}$,52,88.4
flickr,$BM25_{\mathrm{Text}}$,53,88.5
flickr,$BM25_{\mathrm{Text}}$,54,88.9
flickr,$BM25_{\mathrm{Text}}$,55,89.0
flickr,$BM25_{\mathrm{Text}}$,56,89.2
flickr,$BM25_{\mathrm{Text}}$,57,89.4
flickr,$BM25_{\mathrm{Text}}$,58,89.4
flickr,$BM25_{\mathrm{Text}}$,59,89.60000000000001
flickr,$BM25_{\mathrm{Text}}$,60,89.7
flickr,$BM25_{\mathrm{Text}}$,61,89.8
flickr,$BM25_{\mathrm{Text}}$,62,90.0
flickr,$BM25_{\mathrm{Text}}$,63,90.10000000000001
flickr,$BM25_{\mathrm{Text}}$,64,90.10000000000001
flickr,$BM25_{\mathrm{Text}}$,65,90.10000000000001
flickr,$BM25_{\mathrm{Text}}$,66,90.2
flickr,$BM25_{\mathrm{Text}}$,67,90.3
flickr,$BM25_{\mathrm{Text}}$,68,90.3
flickr,$BM25_{\mathrm{Text}}$,69,90.3
flickr,$BM25_{\mathrm{Text}}$,70,90.4
flickr,$BM25_{\mathrm{Text}}$,71,90.4
flickr,$BM25_{\mathrm{Text}}$,72,90.5
flickr,$BM25_{\mathrm{Text}}$,73,90.5
flickr,$BM25_{\mathrm{Text}}$,74,90.7
flickr,$BM25_{\mathrm{Text}}$,75,90.8
flickr,$BM25_{\mathrm{Text}}$,76,90.8
flickr,$BM25_{\mathrm{Text}}$,77,90.8
flickr,$BM25_{\mathrm{Text}}$,78,90.8
flickr,$BM25_{\mathrm{Text}}$,79,90.9
flickr,$BM25_{\mathrm{Text}}$,80,91.0
flickr,$BM25_{\mathrm{Text}}$,81,91.0
flickr,$BM25_{\mathrm{Text}}$,82,91.10000000000001
flickr,$BM25_{\mathrm{Text}}$,83,91.10000000000001
flickr,$BM25_{\mathrm{Text}}$,84,91.10000000000001
flickr,$BM25_{\mathrm{Text}}$,85,91.2
flickr,$BM25_{\mathrm{Text}}$,86,91.3
flickr,$BM25_{\mathrm{Text}}$,87,91.5
flickr,$BM25_{\mathrm{Text}}$,88,91.5
flickr,$BM25_{\mathrm{Text}}$,89,91.5
flickr,$BM25_{\mathrm{Text}}$,90,91.60000000000001
flickr,$BM25_{\mathrm{Text}}$,91,91.7
flickr,$BM25_{\mathrm{Text}}$,92,91.7
flickr,$BM25_{\mathrm{Text}}$,93,91.7
flickr,$BM25_{\mathrm{Text}}$,94,91.8
flickr,$BM25_{\mathrm{Text}}$,95,91.9
flickr,$BM25_{\mathrm{Text}}$,96,91.9
flickr,$BM25_{\mathrm{Text}}$,97,92.0
flickr,$BM25_{\mathrm{Text}}$,98,92.0
flickr,$BM25_{\mathrm{Text}}$,99,92.10000000000001
flickr,$BM25_{\mathrm{Text}}$,100,92.2
