dataset,model_label,k,recall
coco,$UniIR_{\mathrm{Image}}$,69,98.82
coco,$UniIR_{\mathrm{Image}}$,70,98.86
coco,$UniIR_{\mathrm{Image}}$,71,98.88
coco,$UniIR_{\mathrm{Image}}$,72,98.9
coco,$UniIR_{\mathrm{Image}}$,73,98.9
coco,$UniIR_{\mathrm{Image}}$,74,98.96000000000001
coco,$UniIR_{\mathrm{Image}}$,75,99.0
coco,$UniIR_{\mathrm{Image}}$,76,99.02
coco,$UniIR_{\mathrm{Image}}$,77,99.03999999999999
coco,$UniIR_{\mathrm{Image}}$,78,99.06
coco,$UniIR_{\mathrm{Image}}$,79,99.06
coco,$UniIR_{\mathrm{Image}}$,80,99.06
coco,$UniIR_{\mathrm{Image}}$,81,99.08
coco,$UniIR_{\mathrm{Image}}$,82,99.08
coco,$UniIR_{\mathrm{Image}}$,83,99.14
coco,$UniIR_{\mathrm{Image}}$,84,99.16
coco,$UniIR_{\mathrm{Image}}$,85,99.18
coco,$UniIR_{\mathrm{Image}}$,86,99.2
coco,$UniIR_{\mathrm{Image}}$,87,99.2
coco,$UniIR_{\mathrm{Image}}$,88,99.22
coco,$UniIR_{\mathrm{Image}}$,89,99.24
coco,$UniIR_{\mathrm{Image}}$,90,99.24
coco,$UniIR_{\mathrm{Image}}$,91,99.24
coco,$UniIR_{\mathrm{Image}}$,92,99.28
coco,$UniIR_{\mathrm{Image}}$,93,99.28
coco,$UniIR_{\mathrm{Image}}$,94,99.3
coco,$UniIR_{\mathrm{Image}}$,95,99.3
coco,$UniIR_{\mathrm{Image}}$,96,99.3
coco,$UniIR_{\mathrm{Image}}$,97,99.3
coco,$UniIR_{\mathrm{Image}}$,98,99.3
coco,$UniIR_{\mathrm{Image}}$,99,99.33999999999999
coco,$UniIR_{\mathrm{Image}}$,100,99.33999999999999
coco,$UniIR_{\mathrm{Joint}}$,1,55.34
coco,$UniIR_{\mathrm{Joint}}$,2,63.660000000000004
coco,$UniIR_{\mathrm{Joint}}$,3,68.92
coco,$UniIR_{\mathrm{Joint}}$,4,73.06
coco,$UniIR_{\mathrm{Joint}}$,5,75.92
coco,$UniIR_{\mathrm{Joint}}$,6,78.4
coco,$UniIR_{\mathrm{Joint}}$,7,79.88
coco,$UniIR_{\mathrm{Joint}}$,8,81.56
coco,$UniIR_{\mathrm{Joint}}$,9,82.88
coco,$UniIR_{\mathrm{Joint}}$,10,83.84
coco,$UniIR_{\mathrm{Joint}}$,11,84.56
coco,$UniIR_{\mathrm{Joint}}$,12,85.18
coco,$UniIR_{\mathrm{Joint}}$,13,85.9
coco,$UniIR_{\mathrm{Joint}}$,14,86.66
coco,$UniIR_{\mathrm{Joint}}$,15,87.28
coco,$UniIR_{\mathrm{Joint}}$,16,87.82
coco,$UniIR_{\mathrm{Joint}}$,17,88.3
coco,$UniIR_{\mathrm{Joint}}$,18,88.92
coco,$UniIR_{\mathrm{Joint}}$,19,89.44
coco,$UniIR_{\mathrm{Joint}}$,20,89.88000000000001
coco,$UniIR_{\mathrm{Joint}}$,21,90.18
coco,$UniIR_{\mathrm{Joint}}$,22,90.60000000000001
coco,$UniIR_{\mathrm{Joint}}$,23,90.9
coco,$UniIR_{\mathrm{Joint}}$,24,90.96
coco,$UniIR_{\mathrm{Joint}}$,25,91.12
coco,$UniIR_{\mathrm{Joint}}$,26,91.34
coco,$UniIR_{\mathrm{Joint}}$,27,91.58
coco,$UniIR_{\mathrm{Joint}}$,28,91.88
coco,$UniIR_{\mathrm{Joint}}$,29,92.06
coco,$UniIR_{\mathrm{Joint}}$,30,92.24
coco,$UniIR_{\mathrm{Joint}}$,31,92.46
coco,$UniIR_{\mathrm{Joint}}$,32,92.74
coco,$UniIR_{\mathrm{Joint}}$,33,92.94
coco,$UniIR_{\mathrm{Joint}}$,34,93.22
coco,$UniIR_{\mathrm{Joint}}$,35,93.38
coco,$UniIR_{\mathrm{Joint}}$,36,93.60000000000001
coco,$UniIR_{\mathrm{Joint}}$,37,93.8
coco,$UniIR_{\mathrm{Joint}}$,38,93.92
coco,$UniIR_{\mathrm{Joint}}$,39,93.97999999999999
coco,$UniIR_{\mathrm{Joint}}$,40,94.19999999999999
coco,$UniIR_{\mathrm{Joint}}$,41,94.39999999999999
coco,$UniIR_{\mathrm{Joint}}$,42,94.56
coco,$UniIR_{\mathrm{Joint}}$,43,94.8
coco,$UniIR_{\mathrm{Joint}}$,44,94.94
coco,$UniIR_{\mathrm{Joint}}$,45,95.02000000000001
coco,$UniIR_{\mathrm{Joint}}$,46,95.16
coco,$UniIR_{\mathrm{Joint}}$,47,95.19999999999999
coco,$UniIR_{\mathrm{Joint}}$,48,95.3
coco,$UniIR_{\mathrm{Joint}}$,49,95.36
coco,$UniIR_{\mathrm{Joint}}$,50,95.46
coco,$UniIR_{\mathrm{Joint}}$,51,95.66
coco,$UniIR_{\mathrm{Joint}}$,52,95.8
coco,$UniIR_{\mathrm{Joint}}$,53,95.86
coco,$UniIR_{\mathrm{Joint}}$,54,96.0
coco,$UniIR_{\mathrm{Joint}}$,55,96.1
coco,$UniIR_{\mathrm{Joint}}$,56,96.17999999999999
coco,$UniIR_{\mathrm{Joint}}$,57,96.2
coco,$UniIR_{\mathrm{Joint}}$,58,96.26
coco,$UniIR_{\mathrm{Joint}}$,59,96.38
coco,$UniIR_{\mathrm{Joint}}$,60,96.46000000000001
coco,$UniIR_{\mathrm{Joint}}$,61,96.5
coco,$UniIR_{\mathrm{Joint}}$,62,96.6
coco,$UniIR_{\mathrm{Joint}}$,63,96.61999999999999
coco,$UniIR_{\mathrm{Joint}}$,64,96.66
coco,$UniIR_{\mathrm{Joint}}$,65,96.72
coco,$UniIR_{\mathrm{Joint}}$,66,96.74000000000001
coco,$UniIR_{\mathrm{Joint}}$,67,96.76
coco,$UniIR_{\mathrm{Joint}}$,68,96.86
coco,$UniIR_{\mathrm{Joint}}$,69,96.89999999999999
coco,$UniIR_{\mathrm{Joint}}$,70,96.92
coco,$UniIR_{\mathrm{Joint}}$,71,97.02
coco,$UniIR_{\mathrm{Joint}}$,72,97.04
coco,$UniIR_{\mathrm{Joint}}$,73,97.14
coco,$UniIR_{\mathrm{Joint}}$,74,97.18
coco,$UniIR_{\mathrm{Joint}}$,75,97.22
coco,$UniIR_{\mathrm{Joint}}$,76,97.22
coco,$UniIR_{\mathrm{Joint}}$,77,97.26
coco,$UniIR_{\mathrm{Joint}}$,78,97.34
coco,$UniIR_{\mathrm{Joint}}$,79,97.38
coco,$UniIR_{\mathrm{Joint}}$,80,97.44
coco,$UniIR_{\mathrm{Joint}}$,81,97.5
coco,$UniIR_{\mathrm{Joint}}$,82,97.54
coco,$UniIR_{\mathrm{Joint}}$,83,97.56
coco,$UniIR_{\mathrm{Joint}}$,84,97.56
coco,$UniIR_{\mathrm{Joint}}$,85,97.64
coco,$UniIR_{\mathrm{Joint}}$,86,97.68
coco,$UniIR_{\mathrm{Joint}}$,87,97.74000000000001
coco,$UniIR_{\mathrm{Joint}}$,88,97.74000000000001
coco,$UniIR_{\mathrm{Joint}}$,89,97.76
coco,$UniIR_{\mathrm{Joint}}$,90,97.8
coco,$UniIR_{\mathrm{Joint}}$,91,97.8
coco,$UniIR_{\mathrm{Joint}}$,92,97.88
coco,$UniIR_{\mathrm{Joint}}$,93,97.94
coco,$UniIR_{\mathrm{Joint}}$,94,97.96000000000001
coco,$UniIR_{\mathrm{Joint}}$,95,97.98
coco,$UniIR_{\mathrm{Joint}}$,96,98.0
coco,$UniIR_{\mathrm{Joint}}$,97,98.06
coco,$UniIR_{\mathrm{Joint}}$,98,98.06
coco,$UniIR_{\mathrm{Joint}}$,99,98.1
coco,$UniIR_{\mathrm{Joint}}$,100,98.1
coco,$BM25_{\mathrm{Text}}$,1,26.8
coco,$BM25_{\mathrm{Text}}$,2,34.54
coco,$BM25_{\mathrm{Text}}$,3,39.76
coco,$BM25_{\mathrm{Text}}$,4,43.46
coco,$BM25_{\mathrm{Text}}$,5,46.54
coco,$BM25_{\mathrm{Text}}$,6,49.1
coco,$BM25_{\mathrm{Text}}$,7,51.28
coco,$BM25_{\mathrm{Text}}$,8,53.2
coco,$BM25_{\mathrm{Text}}$,9,54.74
coco,$BM25_{\mathrm{Text}}$,10,56.220000000000006
coco,$BM25_{\mathrm{Text}}$,11,57.620000000000005
coco,$BM25_{\mathrm{Text}}$,12,59.06
coco,$BM25_{\mathrm{Text}}$,13,60.12
coco,$BM25_{\mathrm{Text}}$,14,61.040000000000006
coco,$BM25_{\mathrm{Text}}$,15,61.82
coco,$BM25_{\mathrm{Text}}$,16,62.62
coco,$BM25_{\mathrm{Text}}$,17,63.339999999999996
coco,$BM25_{\mathrm{Text}}$,18,64.02
coco,$BM25_{\mathrm{Text}}$,19,64.44
coco,$BM25_{\mathrm{Text}}$,20,65.18
coco,$BM25_{\mathrm{Text}}$,21,65.78
coco,$BM25_{\mathrm{Text}}$,22,66.38
coco,$BM25_{\mathrm{Text}}$,23,66.88
coco,$BM25_{\mathrm{Text}}$,24,67.32000000000001
coco,$BM25_{\mathrm{Text}}$,25,67.86
coco,$BM25_{\mathrm{Text}}$,26,68.36
coco,$BM25_{\mathrm{Text}}$,27,68.88
coco,$BM25_{\mathrm{Text}}$,28,69.17999999999999
coco,$BM25_{\mathrm{Text}}$,29,69.62
coco,$BM25_{\mathrm{Text}}$,30,70.1
coco,$BM25_{\mathrm{Text}}$,31,70.58
coco,$BM25_{\mathrm{Text}}$,32,70.94
coco,$BM25_{\mathrm{Text}}$,33,71.22
coco,$BM25_{\mathrm{Text}}$,34,71.7
coco,$BM25_{\mathrm{Text}}$,35,72.16
coco,$BM25_{\mathrm{Text}}$,36,72.52
coco,$BM25_{\mathrm{Text}}$,37,72.76
coco,$BM25_{\mathrm{Text}}$,38,73.28
coco,$BM25_{\mathrm{Text}}$,39,73.76
coco,$BM25_{\mathrm{Text}}$,40,74.16
coco,$BM25_{\mathrm{Text}}$,41,74.56
coco,$BM25_{\mathrm{Text}}$,42,74.83999999999999
coco,$BM25_{\mathrm{Text}}$,43,75.14
coco,$BM25_{\mathrm{Text}}$,44,75.38
coco,$BM25_{\mathrm{Text}}$,45,75.58
coco,$BM25_{\mathrm{Text}}$,46,75.74
coco,$BM25_{\mathrm{Text}}$,47,76.06
coco,$BM25_{\mathrm{Text}}$,48,76.34
coco,$BM25_{\mathrm{Text}}$,49,76.53999999999999
coco,$BM25_{\mathrm{Text}}$,50,76.8
coco,$BM25_{\mathrm{Text}}$,51,76.98
coco,$BM25_{\mathrm{Text}}$,52,77.2
coco,$BM25_{\mathrm{Text}}$,53,77.3
coco,$BM25_{\mathrm{Text}}$,54,77.48
coco,$BM25_{\mathrm{Text}}$,55,77.75999999999999
coco,$BM25_{\mathrm{Text}}$,56,78.08
coco,$BM25_{\mathrm{Text}}$,57,78.3
coco,$BM25_{\mathrm{Text}}$,58,78.48
coco,$BM25_{\mathrm{Text}}$,59,78.68
coco,$BM25_{\mathrm{Text}}$,60,78.8
coco,$BM25_{\mathrm{Text}}$,61,79.0
coco,$BM25_{\mathrm{Text}}$,62,79.12
coco,$BM25_{\mathrm{Text}}$,63,79.38
coco,$BM25_{\mathrm{Text}}$,64,79.46
coco,$BM25_{\mathrm{Text}}$,65,79.67999999999999
coco,$BM25_{\mathrm{Text}}$,66,79.75999999999999
coco,$BM25_{\mathrm{Text}}$,67,79.97999999999999
coco,$BM25_{\mathrm{Text}}$,68,80.16
coco,$BM25_{\mathrm{Text}}$,69,80.36
coco,$BM25_{\mathrm{Text}}$,70,80.56
coco,$BM25_{\mathrm{Text}}$,71,80.76
coco,$BM25_{\mathrm{Text}}$,72,80.94
coco,$BM25_{\mathrm{Text}}$,73,81.17999999999999
coco,$BM25_{\mathrm{Text}}$,74,81.34
coco,$BM25_{\mathrm{Text}}$,75,81.56
coco,$BM25_{\mathrm{Text}}$,76,81.64
coco,$BM25_{\mathrm{Text}}$,77,81.76
coco,$BM25_{\mathrm{Text}}$,78,81.82000000000001
coco,$BM25_{\mathrm{Text}}$,79,81.96
coco,$BM25_{\mathrm{Text}}$,80,82.02000000000001
coco,$BM25_{\mathrm{Text}}$,81,82.38
coco,$BM25_{\mathrm{Text}}$,82,82.46
coco,$BM25_{\mathrm{Text}}$,83,82.5
coco,$BM25_{\mathrm{Text}}$,84,82.6
coco,$BM25_{\mathrm{Text}}$,85,82.66
coco,$BM25_{\mathrm{Text}}$,86,82.8
coco,$BM25_{\mathrm{Text}}$,87,82.89999999999999
coco,$BM25_{\mathrm{Text}}$,88,83.04
coco,$BM25_{\mathrm{Text}}$,89,83.16
coco,$BM25_{\mathrm{Text}}$,90,83.2
coco,$BM25_{\mathrm{Text}}$,91,83.38
coco,$BM25_{\mathrm{Text}}$,92,83.44
coco,$BM25_{\mathrm{Text}}$,93,83.66
coco,$BM25_{\mathrm{Text}}$,94,83.78
coco,$BM25_{\mathrm{Text}}$,95,83.86
coco,$BM25_{\mathrm{Text}}$,96,83.91999999999999
coco,$BM25_{\mathrm{Text}}$,97,84.08
coco,$BM25_{\mathrm{Text}}$,98,84.16
coco,$BM25_{\mathrm{Text}}$,99,84.24000000000001
coco,$BM25_{\mathrm{Text}}$,100,84.39999999999999
flickr,$CLIP_{\mathrm{Image}}$,1,57.099999999999994
flickr,$CLIP_{\mathrm{Image}}$,2,71.3
flickr,$CLIP_{\mathrm{Image}}$,3,78.4
flickr,$CLIP_{\mathrm{Image}}$,4,81.6
flickr,$CLIP_{\mathrm{Image}}$,5,84.39999999999999
flickr,$CLIP_{\mathrm{Image}}$,6,86.4
flickr,$CLIP_{\mathrm{Image}}$,7,87.5
flickr,$CLIP_{\mathrm{Image}}$,8,88.7
flickr,$CLIP_{\mathrm{Image}}$,9,89.2
flickr,$CLIP_{\mathrm{Image}}$,10,89.8
flickr,$CLIP_{\mathrm{Image}}$,11,90.5
flickr,$CLIP_{\mathrm{Image}}$,12,91.0
flickr,$CLIP_{\mathrm{Image}}$,13,91.2
flickr,$CLIP_{\mathrm{Image}}$,14,91.60000000000001
flickr,$CLIP_{\mathrm{Image}}$,15,92.2
flickr,$CLIP_{\mathrm{Image}}$,16,92.4
flickr,$CLIP_{\mathrm{Image}}$,17,92.7
flickr,$CLIP_{\mathrm{Image}}$,18,93.2
flickr,$CLIP_{\mathrm{Image}}$,19,93.8
flickr,$CLIP_{\mathrm{Image}}$,20,94.1
flickr,$CLIP_{\mathrm{Image}}$,21,94.19999999999999
flickr,$CLIP_{\mathrm{Image}}$,22,94.5
flickr,$CLIP_{\mathrm{Image}}$,23,94.5
flickr,$CLIP_{\mathrm{Image}}$,24,94.8
flickr,$CLIP_{\mathrm{Image}}$,25,95.1
flickr,$CLIP_{\mathrm{Image}}$,26,95.3
flickr,$CLIP_{\mathrm{Image}}$,27,95.3
flickr,$CLIP_{\mathrm{Image}}$,28,95.5
flickr,$CLIP_{\mathrm{Image}}$,29,95.5
flickr,$CLIP_{\mathrm{Image}}$,30,95.8
flickr,$CLIP_{\mathrm{Image}}$,31,96.0
flickr,$CLIP_{\mathrm{Image}}$,32,96.0
flickr,$CLIP_{\mathrm{Image}}$,33,96.1
flickr,$CLIP_{\mathrm{Image}}$,34,96.2
flickr,$CLIP_{\mathrm{Image}}$,35,96.2
flickr,$CLIP_{\mathrm{Image}}$,36,96.2
flickr,$CLIP_{\mathrm{Image}}$,37,96.3
flickr,$CLIP_{\mathrm{Image}}$,38,96.39999999999999
flickr,$CLIP_{\mathrm{Image}}$,39,96.39999999999999
flickr,$CLIP_{\mathrm{Image}}$,40,96.6
flickr,$CLIP_{\mathrm{Image}}$,41,96.6
flickr,$CLIP_{\mathrm{Image}}$,42,96.7
flickr,$CLIP_{\mathrm{Image}}$,43,96.7
flickr,$CLIP_{\mathrm{Image}}$,44,96.7
flickr,$CLIP_{\mathrm{Image}}$,45,96.7
flickr,$CLIP_{\mathrm{Image}}$,46,96.7
flickr,$CLIP_{\mathrm{Image}}$,47,96.7
flickr,$CLIP_{\mathrm{Image}}$,48,96.8
flickr,$CLIP_{\mathrm{Image}}$,49,96.89999999999999
flickr,$CLIP_{\mathrm{Image}}$,50,96.89999999999999
flickr,$CLIP_{\mathrm{Image}}$,51,97.2
flickr,$CLIP_{\mathrm{Image}}$,52,97.2
flickr,$CLIP_{\mathrm{Image}}$,53,97.2
flickr,$CLIP_{\mathrm{Image}}$,54,97.2
flickr,$CLIP_{\mathrm{Image}}$,55,97.2
flickr,$CLIP_{\mathrm{Image}}$,56,97.39999999999999
flickr,$CLIP_{\mathrm{Image}}$,57,97.7
flickr,$CLIP_{\mathrm{Image}}$,58,97.7
flickr,$CLIP_{\mathrm{Image}}$,59,97.7
flickr,$CLIP_{\mathrm{Image}}$,60,97.7
flickr,$CLIP_{\mathrm{Image}}$,61,97.7
flickr,$CLIP_{\mathrm{Image}}$,62,97.7
flickr,$CLIP_{\mathrm{Image}}$,63,97.7
flickr,$CLIP_{\mathrm{Image}}$,64,97.7
flickr,$CLIP_{\mathrm{Image}}$,65,97.7
flickr,$CLIP_{\mathrm{Image}}$,66,97.7
flickr,$CLIP_{\mathrm{Image}}$,67,97.8
flickr,$CLIP_{\mathrm{Image}}$,68,97.89999999999999
flickr,$CLIP_{\mathrm{Image}}$,69,97.89999999999999
flickr,$CLIP_{\mathrm{Image}}$,70,97.89999999999999
flickr,$CLIP_{\mathrm{Image}}$,71,97.89999999999999
flickr,$CLIP_{\mathrm{Image}}$,72,97.89999999999999
flickr,$CLIP_{\mathrm{Image}}$,73,98.0
flickr,$CLIP_{\mathrm{Image}}$,74,98.1
flickr,$CLIP_{\mathrm{Image}}$,75,98.1
flickr,$CLIP_{\mathrm{Image}}$,76,98.2
flickr,$CLIP_{\mathrm{Image}}$,77,98.2
flickr,$CLIP_{\mathrm{Image}}$,78,98.2
flickr,$CLIP_{\mathrm{Image}}$,79,98.2
flickr,$CLIP_{\mathrm{Image}}$,80,98.2
flickr,$CLIP_{\mathrm{Image}}$,81,98.2
flickr,$CLIP_{\mathrm{Image}}$,82,98.2
flickr,$CLIP_{\mathrm{Image}}$,83,98.2
flickr,$CLIP_{\mathrm{Image}}$,84,98.4
flickr,$CLIP_{\mathrm{Image}}$,85,98.5
flickr,$CLIP_{\mathrm{Image}}$,86,98.5
flickr,$CLIP_{\mathrm{Image}}$,87,98.5
flickr,$CLIP_{\mathrm{Image}}$,88,98.5
flickr,$CLIP_{\mathrm{Image}}$,89,98.5
flickr,$CLIP_{\mathrm{Image}}$,90,98.5
flickr,$CLIP_{\mathrm{Image}}$,91,98.5
flickr,$CLIP_{\mathrm{Image}}$,92,98.6
flickr,$CLIP_{\mathrm{Image}}$,93,98.6
flickr,$CLIP_{\mathrm{Image}}$,94,98.6
flickr,$CLIP_{\mathrm{Image}}$,95,98.7
flickr,$CLIP_{\mathrm{Image}}$,96,98.7
flickr,$CLIP_{\mathrm{Image}}$,97,98.9
flickr,$CLIP_{\mathrm{Image}}$,98,98.9
flickr,$CLIP_{\mathrm{Image}}$,99,98.9
flickr,$CLIP_{\mathrm{Image}}$,100,98.9
flickr,$CLIP_{\mathrm{Text}}$,1,54.2
flickr,$CLIP_{\mathrm{Text}}$,2,64.3
flickr,$CLIP_{\mathrm{Text}}$,3,69.19999999999999
flickr,$CLIP_{\mathrm{Text}}$,4,72.3
flickr,$CLIP_{\mathrm{Text}}$,5,74.7
flickr,$CLIP_{\mathrm{Text}}$,6,76.6
flickr,$CLIP_{\mathrm{Text}}$,7,78.7
flickr,$CLIP_{\mathrm{Text}}$,8,79.5
flickr,$CLIP_{\mathrm{Text}}$,9,80.5
flickr,$CLIP_{\mathrm{Text}}$,10,81.6
flickr,$CLIP_{\mathrm{Text}}$,11,81.89999999999999
flickr,$CLIP_{\mathrm{Text}}$,12,82.6
flickr,$CLIP_{\mathrm{Text}}$,13,83.0
flickr,$CLIP_{\mathrm{Text}}$,14,83.6
flickr,$CLIP_{\mathrm{Text}}$,15,84.39999999999999
flickr,$CLIP_{\mathrm{Text}}$,16,84.8
flickr,$CLIP_{\mathrm{Text}}$,17,84.89999999999999
flickr,$CLIP_{\mathrm{Text}}$,18,85.5
flickr,$CLIP_{\mathrm{Text}}$,19,85.9
flickr,$CLIP_{\mathrm{Text}}$,20,86.0
flickr,$CLIP_{\mathrm{Text}}$,21,86.1
flickr,$CLIP_{\mathrm{Text}}$,22,86.5
flickr,$CLIP_{\mathrm{Text}}$,23,87.3
flickr,$CLIP_{\mathrm{Text}}$,24,87.5
flickr,$CLIP_{\mathrm{Text}}$,25,88.0
flickr,$CLIP_{\mathrm{Text}}$,26,88.4
flickr,$CLIP_{\mathrm{Text}}$,27,88.7
flickr,$CLIP_{\mathrm{Text}}$,28,88.7
flickr,$CLIP_{\mathrm{Text}}$,29,88.8
flickr,$CLIP_{\mathrm{Text}}$,30,89.0
flickr,$CLIP_{\mathrm{Text}}$,31,89.1
flickr,$CLIP_{\mathrm{Text}}$,32,89.3
flickr,$CLIP_{\mathrm{Text}}$,33,89.5
flickr,$CLIP_{\mathrm{Text}}$,34,89.9
flickr,$CLIP_{\mathrm{Text}}$,35,89.9
flickr,$CLIP_{\mathrm{Text}}$,36,89.9
flickr,$CLIP_{\mathrm{Text}}$,37,90.0
flickr,$CLIP_{\mathrm{Text}}$,38,90.10000000000001
flickr,$CLIP_{\mathrm{Text}}$,39,90.2
flickr,$CLIP_{\mathrm{Text}}$,40,90.2
flickr,$CLIP_{\mathrm{Text}}$,41,90.3
flickr,$CLIP_{\mathrm{Text}}$,42,90.4
flickr,$CLIP_{\mathrm{Text}}$,43,90.60000000000001
flickr,$CLIP_{\mathrm{Text}}$,44,90.60000000000001
flickr,$CLIP_{\mathrm{Text}}$,45,90.8
flickr,$CLIP_{\mathrm{Text}}$,46,90.8
flickr,$CLIP_{\mathrm{Text}}$,47,90.9
flickr,$CLIP_{\mathrm{Text}}$,48,90.9
flickr,$CLIP_{\mathrm{Text}}$,49,91.2
flickr,$CLIP_{\mathrm{Text}}$,50,91.4
flickr,$CLIP_{\mathrm{Text}}$,51,91.4
flickr,$CLIP_{\mathrm{Text}}$,52,91.5
flickr,$CLIP_{\mathrm{Text}}$,53,91.5
flickr,$CLIP_{\mathrm{Text}}$,54,91.5
flickr,$CLIP_{\mathrm{Text}}$,55,91.5
flickr,$CLIP_{\mathrm{Text}}$,56,91.5
flickr,$CLIP_{\mathrm{Text}}$,57,91.8
flickr,$CLIP_{\mathrm{Text}}$,58,92.0
flickr,$CLIP_{\mathrm{Text}}$,59,92.0
flickr,$CLIP_{\mathrm{Text}}$,60,92.10000000000001
flickr,$CLIP_{\mathrm{Text}}$,61,92.10000000000001
flickr,$CLIP_{\mathrm{Text}}$,62,92.2
flickr,$CLIP_{\mathrm{Text}}$,63,92.30000000000001
flickr,$CLIP_{\mathrm{Text}}$,64,92.5
flickr,$CLIP_{\mathrm{Text}}$,65,92.5
flickr,$CLIP_{\mathrm{Text}}$,66,92.60000000000001
flickr,$CLIP_{\mathrm{Text}}$,67,92.7
flickr,$CLIP_{\mathrm{Text}}$,68,92.7
flickr,$CLIP_{\mathrm{Text}}$,69,92.7
flickr,$CLIP_{\mathrm{Text}}$,70,92.7
flickr,$CLIP_{\mathrm{Text}}$,71,92.7
flickr,$CLIP_{\mathrm{Text}}$,72,92.80000000000001
flickr,$CLIP_{\mathrm{Text}}$,73,92.80000000000001
flickr,$CLIP_{\mathrm{Text}}$,74,92.9
flickr,$CLIP_{\mathrm{Text}}$,75,92.9
flickr,$CLIP_{\mathrm{Text}}$,76,93.10000000000001
flickr,$CLIP_{\mathrm{Text}}$,77,93.10000000000001
flickr,$CLIP_{\mathrm{Text}}$,78,93.10000000000001
flickr,$CLIP_{\mathrm{Text}}$,79,93.10000000000001
flickr,$CLIP_{\mathrm{Text}}$,80,93.10000000000001
flickr,$CLIP_{\mathrm{Text}}$,81,93.2
flickr,$CLIP_{\mathrm{Text}}$,82,93.30000000000001
flickr,$CLIP_{\mathrm{Text}}$,83,93.4
flickr,$CLIP_{\mathrm{Text}}$,84,93.4
flickr,$CLIP_{\mathrm{Text}}$,85,93.4
flickr,$CLIP_{\mathrm{Text}}$,86,93.4
flickr,$CLIP_{\mathrm{Text}}$,87,93.5
flickr,$CLIP_{\mathrm{Text}}$,88,93.5
flickr,$CLIP_{\mathrm{Text}}$,89,93.5
flickr,$CLIP_{\mathrm{Text}}$,90,93.60000000000001
flickr,$CLIP_{\mathrm{Text}}$,91,93.60000000000001
flickr,$CLIP_{\mathrm{Text}}$,92,93.7
flickr,$CLIP_{\mathrm{Text}}$,93,93.8
flickr,$CLIP_{\mathrm{Text}}$,94,93.8
flickr,$CLIP_{\mathrm{Text}}$,95,93.8
flickr,$CLIP_{\mathrm{Text}}$,96,93.8
flickr,$CLIP_{\mathrm{Text}}$,97,93.8
flickr,$CLIP_{\mathrm{Text}}$,98,93.8
flickr,$CLIP_{\mathrm{Text}}$,99,93.8
flickr,$CLIP_{\mathrm{Text}}$,100,93.89999999999999
flickr,$FLAVA_{\mathrm{Image}}$,1,53.6
flickr,$FLAVA_{\mathrm{Image}}$,2,68.60000000000001
flickr,$FLAVA_{\mathrm{Image}}$,3,75.9
flickr,$FLAVA_{\mathrm{Image}}$,4,79.5
flickr,$FLAVA_{\mathrm{Image}}$,5,81.8
flickr,$FLAVA_{\mathrm{Image}}$,6,83.39999999999999
flickr,$FLAVA_{\mathrm{Image}}$,7,85.39999999999999
flickr,$FLAVA_{\mathrm{Image}}$,8,86.4
flickr,$FLAVA_{\mathrm{Image}}$,9,87.2
flickr,$FLAVA_{\mathrm{Image}}$,10,87.8
flickr,$FLAVA_{\mathrm{Image}}$,11,89.0
flickr,$FLAVA_{\mathrm{Image}}$,12,90.0
flickr,$FLAVA_{\mathrm{Image}}$,13,91.0
flickr,$FLAVA_{\mathrm{Image}}$,14,91.60000000000001
flickr,$FLAVA_{\mathrm{Image}}$,15,91.9
flickr,$FLAVA_{\mathrm{Image}}$,16,92.5
flickr,$FLAVA_{\mathrm{Image}}$,17,93.0
flickr,$FLAVA_{\mathrm{Image}}$,18,93.30000000000001
flickr,$FLAVA_{\mathrm{Image}}$,19,93.7
flickr,$FLAVA_{\mathrm{Image}}$,20,93.8
flickr,$FLAVA_{\mathrm{Image}}$,21,94.0
flickr,$FLAVA_{\mathrm{Image}}$,22,94.0
flickr,$FLAVA_{\mathrm{Image}}$,23,94.1
flickr,$FLAVA_{\mathrm{Image}}$,24,94.3
flickr,$FLAVA_{\mathrm{Image}}$,25,94.6
flickr,$FLAVA_{\mathrm{Image}}$,26,94.89999999999999
flickr,$FLAVA_{\mathrm{Image}}$,27,94.89999999999999
flickr,$FLAVA_{\mathrm{Image}}$,28,95.1
flickr,$FLAVA_{\mathrm{Image}}$,29,95.3
flickr,$FLAVA_{\mathrm{Image}}$,30,95.39999999999999
flickr,$FLAVA_{\mathrm{Image}}$,31,95.6
flickr,$FLAVA_{\mathrm{Image}}$,32,95.8
flickr,$FLAVA_{\mathrm{Image}}$,33,95.89999999999999
flickr,$FLAVA_{\mathrm{Image}}$,34,96.2
flickr,$FLAVA_{\mathrm{Image}}$,35,96.39999999999999
flickr,$FLAVA_{\mathrm{Image}}$,36,96.5
flickr,$FLAVA_{\mathrm{Image}}$,37,96.6
flickr,$FLAVA_{\mathrm{Image}}$,38,96.8
flickr,$FLAVA_{\mathrm{Image}}$,39,96.89999999999999
flickr,$FLAVA_{\mathrm{Image}}$,40,96.89999999999999
flickr,$FLAVA_{\mathrm{Image}}$,41,96.89999999999999
flickr,$FLAVA_{\mathrm{Image}}$,42,97.1
flickr,$FLAVA_{\mathrm{Image}}$,43,97.2
flickr,$FLAVA_{\mathrm{Image}}$,44,97.3
